article_snippet,reference_summary,openai_summary,anthropic_summary,gemini_summary,openai_latency_s,anthropic_latency_s,gemini_latency_s,openai_rouge1,anthropic_rouge1,gemini_rouge1,openai_rouge2,anthropic_rouge2,gemini_rouge2,openai_rougeL,anthropic_rougeL,gemini_rougeL
(CNN)A French-language global television network regained control of one of its ,"Network regains control of Facebook page and one of its 11 channels .
ISIS logos displayed but no claim of responsibility made by any group .
Network reaches 260 million homes worldwide .","TV5Monde, a French-language global television network, regained control of one of its 11 channels and its Facebook page after a cyberattack disrupted its broadcasts and social media accounts. The attack, described as ""extremely powerful,"" involved ISIS logos appearing on the network's social media, though no group claimed responsibility. The network, which reaches 260 million homes worldwide, was working to restore full functionality after the outage began on Wednesday evening.","TV5Monde, a French-language global television network, was hit by a major cyberattack that disabled its 11 channels and social media accounts, with ISIS logos appearing on hacked accounts though no official claim of responsibility was made. By Thursday morning, the network had regained control of one channel and its Facebook page, though some website pages remained under maintenance. The network, which reaches 260 million homes worldwide, is a partnership between France, Canada, Switzerland, and the Wallonia-Brussels Federation.","French-language global television network TV5Monde is gradually regaining control of its channels and social media accounts after a ""powerful cyberattack"" crippled its broadcasts and websites. The network's director stated that ISIS logos and markings appeared on their social media, though no group has officially claimed responsibility. While one of its 11 channels and its Facebook page are back online, other parts of the website remain under maintenance following the Wednesday evening outage.",1.063,1.466,1.178,0.4752,0.4587,0.3846,0.2626,0.243,0.1569,0.396,0.3303,0.2115
"Abu Dhabi, United Arab Emirates (CNN)Lost luggage after a long flight is a commo","Couple spends $1,200 to ship their cat, Felix, on a flight from the United Arab Emirates .
Felix went missing somewhere at John F. Kennedy International Airport, airline says .
Pets are ""treated no differently than a free piece of checked luggage,"" Jennifer Stewart says .","Jennifer Stewart's pet cat, Felix, went missing after Etihad Airways lost his carrier during a flight from Abu Dhabi to New York City. The airline is investigating the incident and working with specialists to locate the cat, while Stewart criticizes the handling of pets as cargo. Etihad Airways has expressed regret and plans to review its pet handling procedures.","# Summary

American Jennifer Stewart's 2-year-old cat, Felix, went missing at New York's JFK Airport after Etihad Airways lost the pet during a flight from Abu Dhabi on April 1, with the cat escaping through a damaged carrier. Stewart claims the plastic carrier was crushed during the flight or baggage transfer, and she criticizes the airline for treating the pet like cargo rather than a live animal despite paying $1,200 for the service. Etihad Airways is investigating the incident and has hired third-party specialists to help locate Felix, stating that pet losses during air travel are ""extremely rare.""","Jennifer Stewart's 2-year-old cat, Felix, went missing at JFK Airport after an Etihad Airways flight from Abu Dhabi, allegedly due to a damaged carrier. Stewart, who paid $1,200 to ship Felix, expressed devastation and criticized the airline for treating pets like cargo. Etihad Airways is investigating, working with ground handlers and specialists to locate Felix, and stated they will review their pet handling procedures.",1.269,1.857,0.97,0.2692,0.3129,0.375,0.1176,0.1103,0.1455,0.1538,0.1361,0.1429
(CNN)The nation's top stories will be unfolding Tuesday in courthouses and polit,"The trials of Dzhokhar Tsarnaev and Aaron Hernandez are coming to a close .
Voting has put Rahm Emanuel and Ferguson, Missouri, back in the headlines .
Rand Paul has announced his bid for the presidency .","On Tuesday, significant events are unfolding across the U.S., including the closing of high-profile trials for Aaron Hernandez and Dzhokhar Tsarnaev in Massachusetts, with juries beginning deliberations. In political news, Sen. Rand Paul announced his presidential bid, while Chicago holds a surprising mayoral runoff between Rahm Emanuel and Jesus ""Chuy"" Garcia. Additionally, Ferguson, Missouri, holds elections under the lingering impact of the Michael Brown shooting and subsequent protests.","# Summary

Massachusetts courts are focused on two major trials: Boston Marathon bombing suspect Dzhokhar Tsarnaev faces potential death penalty charges as jury deliberations begin, while former NFL player Aaron Hernandez's trial concludes with closing arguments scheduled. Meanwhile, Senator Rand Paul officially announced his 2016 presidential campaign in Kentucky, and Chicago voters head to polls for a mayoral runoff between incumbent Rahm Emanuel and challenger Jesus ""Chuy"" Garcia.","Tuesday is a busy day for news across the United States, with major court trials and political events unfolding. In Massachusetts, the trials of former NFL player Aaron Hernandez and Boston bombing suspect Dzhokhar Tsarnaev are nearing their conclusions, with juries beginning deliberations. Meanwhile, Senator Rand Paul officially announced his presidential bid in Kentucky, and Chicago voters are heading to the polls for a mayoral runoff election.",1.23,1.704,0.882,0.4808,0.3725,0.4158,0.1373,0.12,0.1212,0.2308,0.2157,0.2376
"(CNN)A mammoth fire broke out Friday morning in a Kentucky industrial park, send","Fire breaks out at the General Electric Appliance Park in Louisville, Kentucky .
City official: No is believed to be injured or trapped .","A massive fire erupted at the General Electric Appliance Park in Louisville, Kentucky, on Friday morning, producing thick smoke and bright flames as firefighters worked to control the situation. The fire, which reached at least four alarms, began shortly before 7 a.m., but no injuries or entrapments were reported. The cause of the fire remains unknown, and the facility is noted for its significant size, capable of housing 34 football fields within one of its warehouses.","A major fire broke out Friday morning at General Electric's Appliance Park in Louisville, Kentucky, sending thick smoke across the industrial area as firefighters worked to contain the blaze. The fire, which reached at least four alarms, caused no reported injuries or trapped individuals, though authorities had not yet determined its cause. The massive facility, which spans an area equivalent to 34 football fields in one warehouse alone, was being actively fought by firefighters spraying water from the perimeter.","A massive, four-alarm fire erupted Friday morning at the General Electric Appliance Park in Louisville, Kentucky, sending thick smoke and bright orange flames into the sky. Firefighters are working to contain the blaze at the industrial park, which is a significant manufacturing facility for GE. Authorities have reported no injuries or trapped individuals, and the cause of the fire remains unknown.",1.224,1.541,0.802,0.2828,0.3137,0.3571,0.1649,0.12,0.2195,0.2424,0.2549,0.3095
"Cedar Falls, Iowa (CNN)As aides politely tried to rush Ted Cruz from an event in","Ted Cruz has built a brand as a stalwart conservative on fiscal issues .
But he's also eager to champion social issues at a time when many Republicans are eager to avoid them .
Cruz says the GOP needs to unite young libertarian-minded voters and evangelicals .","Ted Cruz, during his campaign trail in Iowa, connected with voters on a religious level, emphasizing his evangelical Christian values and support for religious freedom laws. As the only official presidential candidate at the time, Cruz aimed to energize Iowa's significant evangelical base, crucial for his campaign strategy. He positioned himself as a defender of religious liberty, particularly in light of controversies surrounding Indiana's religious freedom law, and sought to appeal to conservative voters by championing both fiscal and social issues.","# Summary

Ted Cruz, the first official Republican presidential candidate, campaigned in Iowa for the first time, leveraging his evangelical Christian appeal and pastoral speaking style to connect with voters in a state with a large evangelical base. Cruz, who announced his candidacy at Liberty University, actively championed religious freedom issues and social conservative causes, positioning himself to win Iowa's caucuses by energizing the Christian right that has supported the past two caucus winners. With 44% of likely Republican caucus-goers identifying as born-again or evangelical Christians, Cruz's strategy focuses on becoming the champion of religious liberty and social issues among GOP voters.","Ted Cruz, the sole official presidential candidate, is actively campaigning in Iowa, focusing on connecting with the state's strong evangelical base. He frequently engages with voters on a religious level, adopting a pastoral demeanor reminiscent of a Sunday sermon. Cruz is strategically appealing to Christian conservatives, a demographic crucial for past Iowa caucus winners, and is openly championing social issues like religious freedom, even as some Republicans shy away from them.",1.277,2.203,0.94,0.3566,0.3179,0.3559,0.0472,0.0268,0.0517,0.155,0.1457,0.1695
(CNN)One hundred and forty-seven victims. Many more families affected. Even more,"Kenyans use hashtag #147notjustanumber to honor victims of Kenya university attack .
The attack killed 142 students, three security officers and two university security personnel .","In the aftermath of the Garissa University College attack in Kenya, where 147 people were killed by Al-Shabaab terrorists, Kenyans have taken to social media using the hashtag #147notjustanumber to honor the victims by sharing their stories and dreams. The attack, which targeted Christians and was the deadliest in Kenya since the 1998 U.S. Embassy bombing, has led to nationwide mourning, with emotional tributes during Easter services and increased security at churches. One of the attackers was identified as the son of a government official, highlighting the complex nature of the extremist threat in the region.","A terrorist attack by Al-Shabaab at Garissa University College in Kenya killed 147 people, mostly students, making it the nation's deadliest attack since the 1998 U.S. Embassy bombing. Kenyans used social media with the hashtag #147notjustanumber to share victims' stories and honor their lives, while churches held emotional Easter services to mourn the dead. The attack has renewed concerns about the Somalia-based extremist group's ongoing violence in the region, following a similar 2013 mall attack in Nairobi.","Kenyans are using social media with the hashtag #147notjustanumber to share stories and photos of the victims killed in the recent Garissa University College terrorist attack, as authorities have not released an official list. The attack, which killed 147 people, mostly students, was Kenya's deadliest since 1998 and involved gunmen separating and killing Christian students. One of the attackers has been identified as the son of a government official, and the extremist group Al-Shabaab, based in Somalia, has a history of attacks in Kenya.",1.847,1.825,1.241,0.2623,0.283,0.2727,0.0667,0.0769,0.0556,0.1803,0.1698,0.2364
(CNN)The California Public Utilities Commission on Thursday said it is ordering ,"The penalty is more than 10 times the previous record, according to a newspaper report .
Utility commission to force Pacific Gas & Electric Co. to make infrastructure improvements .
Company apologizes for explosion that killed 8, says it is using lessons learned to improve safety .","The California Public Utilities Commission has imposed a record $1.6 billion penalty on Pacific Gas & Electric Co. for unsafe gas transmission operations, including a 2010 pipeline explosion in San Bruno that killed eight people. The majority of the penalty will be used for pipeline safety improvements, with $850 million allocated for infrastructure enhancements. PG&E has expressed remorse and committed to becoming the safest energy company, having already paid over $500 million in claims and implemented safety measures following the incident.","The California Public Utilities Commission ordered Pacific Gas & Electric Co. to pay a record $1.6 billion penalty for unsafe operation of its gas transmission system, including the 2010 San Bruno pipeline rupture that killed eight people and injured over 50 others. Most of the penalty—$850 million—will be directed toward gas transmission pipeline safety infrastructure improvements, with an additional $50 million for other pipeline safety enhancements. PG&E has already paid over $500 million in claims to victims and their families and says it has replaced more than 800 miles of pipe and implemented safety improvements since the tragedy.","The California Public Utilities Commission has ordered Pacific Gas & Electric Co. to pay a record $1.6 billion penalty for unsafe operation of its gas transmission system, including the 2010 San Bruno pipeline explosion that killed eight people. The majority of the penalty, $850 million, is earmarked for improving pipeline safety infrastructure. This record fine comes as PG&E's CEO states the company is committed to becoming the safest energy company in the U.S. and has already taken steps to address the issues that led to the tragedy.",1.192,1.562,1.128,0.336,0.3333,0.3759,0.0976,0.1408,0.1221,0.224,0.1944,0.2256
Boston (CNN)Guilty across the board. But will he face death? After deliberating ,"Dzhokhar Tsarnaev is found guilty on all 30 charges he faced .
Seventeen counts were capital charges, meaning he is eligible for the death penalty .","Dzhokhar Tsarnaev was found guilty on all 30 counts in the Boston Marathon bombing trial, with 17 of those counts being capital charges, making him eligible for the death penalty. The trial will now enter a penalty phase where the jury will decide whether Tsarnaev will be executed, considering factors such as the severity of his crimes and his personal background. Defense attorney Judy Clarke aims to argue that Tsarnaev was influenced by his older brother, but faces significant challenges in persuading the jury to spare his life.","Dzhokhar Tsarnaev was found guilty on all 30 counts in the Boston Marathon bombing trial, including 17 capital charges that make him eligible for the death penalty. The case will now move to a penalty phase where jurors must decide whether to sentence him to death or life imprisonment, weighing aggravating factors like the heinousness of the crimes against mitigating factors such as his youth and mental health history. His defense attorney faces a significant challenge in convincing the jury to spare his life, given the premeditated nature of the attack and the deaths and injuries it caused.","Dzhokhar Tsarnaev has been found guilty on all 30 counts in the Boston Marathon bombing trial, making him eligible for the death penalty. The trial will now proceed to a penalty phase where the jury will decide whether he will be executed, weighing aggravating factors against mitigating circumstances. His defense attorney's strategy has been to argue that Tsarnaev's older brother was the instigator, hoping to spare him from the death penalty.",1.25,1.84,0.911,0.2857,0.2623,0.2887,0.1818,0.1667,0.1895,0.2679,0.2459,0.268
(CNN)Four workers died in a massive oil rig fire that raged for hours off the co,"The fire on a platform in the Gulf of Mexico has been extinguished, Pemex says .
45 workers were injured in the blaze, according to the state oil company .
Four workers were killed in the oil rig fire, which started early Wednesday .","A fire on the Abkatun Permanente oil rig off the coast of Mexico resulted in the deaths of four workers and injuries to 45 others, with two in serious condition. The blaze, which started in the platform's dehydration and pumping area, led to the evacuation of about 300 people and was extinguished by Wednesday night. Pemex, the state oil company, reported no oil spill or platform collapse and has not yet determined the fire's cause.","A massive fire on Mexico's Abkatun Permanente oil rig platform in the Gulf of Mexico killed four workers and injured 45 others on Wednesday morning. Authorities evacuated approximately 300 people from the platform, and multiple boats worked for hours to extinguish the blaze, which was contained by Wednesday night with no reported oil spill. The cause of the fire, which started in the platform's dehydration and pumping area, has not yet been determined.","A massive oil rig fire off Mexico's coast killed four workers and injured 45 others on Wednesday. The blaze, which started in the dehydration and pumping area of the Abkatun Permanente platform, raged for hours before being extinguished by Wednesday night. Mexican state oil company Pemex evacuated 300 people and denied rumors of a platform collapse or oil spill, but has not yet determined the cause of the fire.",1.31,1.759,0.82,0.5254,0.5345,0.5405,0.2241,0.2281,0.1835,0.2712,0.3103,0.2162
"(CNN)Easter is unique on the Christian calendar, a major point in the cycle of t","Jay Parini: When religious identity, ethics, tolerance are roiling the culture, it's worth looking at message of Holy Week and Easter .
He says ritual enactment of these three days is reminder that again and again the human condition moves through darkness into light .","Easter, a pivotal event in the Christian calendar, remains largely uncommercialized compared to Christmas, focusing on deep religious themes and the human condition. The Easter Triduum, comprising Good Friday, Holy Saturday, and Easter Sunday, marks a progression from Jesus' crucifixion to his resurrection, with Maundy Thursday serving as a prologue commemorating the Last Supper. This period invites reflection on identity, ethics, and religious traditions, emphasizing humility and sacrifice.","# Summary

Easter's Holy Week, culminating in Easter Sunday, represents a significant but often misunderstood period in the Christian calendar that resists commercialization unlike Christmas. The Easter Triduum—comprising Good Friday (the crucifixion), Holy Saturday (a transitional day), and Easter Sunday—along with the preceding Maundy Thursday, commemorates Jesus's final days and embodies profound themes of sacrifice, humility, and the human condition. Understanding these observances is particularly relevant today as society grapples with questions of identity, ethics, and tolerance that have deep religious implications.","Easter, unlike Christmas, has largely resisted commercialization, focusing instead on profound religious impulses. The core of Easter is the ""Easter Triduum,"" a three-day period encompassing Good Friday (the crucifixion), Holy Saturday (a day of transition), and Easter Sunday (the resurrection), preceded by Maundy Thursday (the Last Supper). This period explores themes of sacrifice, humility, and the human condition, rooted in Jesus's Jewish heritage and his teachings.",1.379,2.347,1.23,0.1964,0.3101,0.2679,0.0727,0.0787,0.0727,0.1071,0.155,0.1964
(CNN)Police in India are putting aside their batons in favor of an overhead solu,"Police in Lucknow, northern India, have bought four drones to help control crowds .
The unmanned aerial vehicles are being fitted with cameras and pepper spray to subdue angry protesters .
Some Indians have questioned why police are resorting to ""authoritarian and forceful methods""","Police in Lucknow, India, are adopting drones equipped with cameras and pepper spray to manage violent protests and unruly crowds, a move that has sparked mixed reactions regarding its impact on freedom of speech and the preference for force over dialogue. The drones, costing between $9,560 and $19,300 each, have been tested successfully and are part of a broader trend of using unmanned aerial vehicles for various purposes, including security, disaster relief, and even pizza deliveries. Critics argue that this approach reflects an authoritarian mindset and suggest alternatives like video surveillance and swifter justice.","The Lucknow police force in India has purchased four pepper-spray drones to control violent protests and mob attacks, with each drone costing between $9,560 and $19,300. The move has drawn mixed reactions, with critics concerned about suppression of free speech and questioning why authorities resort to aggression rather than dialogue and mediation. The drones, equipped with cameras and pepper spray, have been tested successfully and are expected to be officially launched later this month.","Police in Lucknow, India, are introducing pepper-spraying drones to control violent protests and mob attacks, having purchased four and planning to acquire another. While authorities claim successful testing and imminent deployment, the initiative has sparked mixed reactions. Critics express concerns about potential suppression of free speech and question the police's reliance on aggressive tactics over dialogue and mediation.",1.358,1.543,1.099,0.3333,0.4202,0.3725,0.1324,0.1197,0.08,0.2319,0.2689,0.2549
(CNN)Just as the agency begins to recover from a series of high-profile missteps,"Secret Service says supervisor's security clearance has been suspended .
He is accused of trying to kiss a colleague .","The Secret Service is facing another scandal as a female employee accused supervisor Xavier Morales of assault after he made unwanted sexual advances and attempted to kiss her. Morales has been placed on administrative leave, and his security clearance was suspended. This incident adds to a series of recent controversies for the agency, including security lapses and leadership changes, highlighting ongoing challenges in its operations and culture.","A Secret Service supervisor was placed on administrative leave after a female employee accused him of sexual assault, including unwanted advances and attempted kissing at an office party in March. The incident represents another scandal for the agency, which has faced multiple high-profile security lapses and misconduct cases in recent months. Secret Service Director Joe Clancy called the allegations ""very disturbing"" and stated that workplace violence will not be tolerated, while the Office of the Inspector General will conduct a further investigation.","The Secret Service is facing another scandal after a female employee accused supervisor Xavier Morales of assault following unwanted sexual advances at a party. Morales, who has been placed on administrative leave and had his security clearance suspended, allegedly grabbed the woman's arms when she resisted his attempts to kiss her. This incident adds to a series of recent high-profile missteps and security lapses for the agency, which an independent report found to be stretched ""beyond its limits.""",1.492,1.833,0.934,0.3488,0.1765,0.303,0.0952,0.02,0.0825,0.186,0.1373,0.1818
"Marseille, France (CNN)Investigators have collected all the main evidence from t","""All the police investigators have left the (Germanwings) crash site,"" a police official says .
Private security company is ensuring no one goes on the site, official says .
Authorities say co-pilot Andreas Lubitz deliberately crashed the plane, killing all 150 on board .","Investigators have completed evidence collection at the Germanwings Flight 9525 crash site in the French Alps, where the plane crashed on March 24, killing all 150 people on board. The investigation revealed that co-pilot Andreas Lubitz deliberately crashed the plane after locking the captain out of the cockpit, with evidence showing he had a history of depression and concealed medical leave notes from his employer. The site is now secured by a private security firm until all debris is removed for further analysis.","Investigators have completed collection of main evidence from the Germanwings Flight 9525 crash site in the French Alps, where all 150 people on board were killed on March 24. The flight data and cockpit voice recorders have been recovered, along with 150 DNA profiles from over 2,000 samples collected. Authorities have determined that co-pilot Andreas Lubitz intentionally locked the captain out of the cockpit and deliberately crashed the plane, with evidence showing he had previously concealed depression and medical leave notes indicating he was unfit for work.","Investigators have concluded their main evidence collection at the Germanwings Flight 9525 crash site in the French Alps, with all police investigators having departed. The flight data recorder and cockpit voice recorder have been recovered, and 150 DNA profiles have been isolated from over 2,000 samples. Authorities believe co-pilot Andreas Lubitz intentionally crashed the plane, having concealed medical leave notes for depression from his employer.",1.758,1.725,0.832,0.4444,0.3511,0.3486,0.2419,0.1705,0.1682,0.2698,0.2595,0.2936
"(CNN)Pardon us, ""Lost"" fans, but April 8 wasn't only your day. Yes, we know the ","April 8 was huge for ""Lost"" and ""Empire Records"" fans .
April 14, April 25, October 21 are other big dates in movies .","April 8 is celebrated by fans of both ""Lost"" and ""Empire Records,"" with the latter marking ""Rex Manning Day"" in honor of the 1995 film's character. The article also highlights other notable dates from films, such as April 14 from ""Titanic,"" April 25 from ""Miss Congeniality,"" October 3 from ""Mean Girls,"" and October 21, 2015, from ""Back to the Future Part II.""","The article celebrates April 8, 2015, as ""Rex Manning Day"" from the 1995 film ""Empire Records,"" while also acknowledging its significance to ""Lost"" fans. It then highlights other memorable dates made famous by movies, including April 14 from ""Titanic,"" April 25 from ""Miss Congeniality,"" October 3 from ""Mean Girls,"" and October 21, 2015, from ""Back to the Future Part II.""","April 8th was a significant day for pop culture fans, marking both ""Lost"" day and ""Rex Manning Day"" from the film ""Empire Records."" The article highlights other memorable dates from movies, including April 14th from ""Titanic,"" April 25th from ""Miss Congeniality,"" and October 3rd from ""Mean Girls."" It also anticipates October 21, 2015, as the future date Marty McFly travels to in ""Back to the Future Part II.""",1.995,1.332,0.972,0.3765,0.3902,0.3556,0.1687,0.125,0.0455,0.2824,0.2683,0.2889
(CNN)They're not gonna take it anymore. Really. Twisted Sister says that its 201,"Twisted Sister's 2016 tour will be its last .
Band will celebrate 40 years in 2016 .
Twisted Sister drummer A.J. Pero died in March .","Twisted Sister has announced that their 2016 tour will be their last, marking the band's 40th anniversary with the ""Forty and F*ck It"" tour. The band will perform with new drummer Mike Portnoy, following the death of A.J. Pero, and will hold two tribute shows in Pero's honor.","Twisted Sister announced that their 2016 tour will be their final tour, celebrating their 40th anniversary with a farewell titled ""Forty and F*ck It."" The band will feature new drummer Mike Portnoy, replacing A.J. Pero who died in March, and will perform two special shows in Pero's honor.","Twisted Sister announced their ""Forty and F*ck It"" tour in 2016 will be their last, marking their 40th anniversary. The band will tour with new drummer Mike Portnoy, replacing the late A.J. Pero, and will play two tribute shows in Pero's honor. This farewell comes after their 1984 hit ""We're Not Gonna Take It.""",1.204,1.261,0.731,0.3896,0.4737,0.3855,0.1867,0.2432,0.1481,0.3636,0.3947,0.3133
"(The Hollywood Reporter)""Grace of Monaco,"" starring Nicole Kidman as star-turned","The film will premiere on Memorial Day .
It opened last year's Cannes Film Festival .
A planned March theater release was scrubbed .","""Grace of Monaco,"" starring Nicole Kidman as Grace Kelly, will premiere on Lifetime on May 25 after being critically panned and performing poorly internationally. Originally intended for a theatrical release by The Weinstein Co., the film faced disputes over its final cut and was criticized by Grace Kelly's children for being historically inaccurate. Despite initial Oscar buzz, the film was ultimately sold to Lifetime for a U.S. release.","""Grace of Monaco,"" a critically-panned Nicole Kidman film about Princess Grace Kelly, will premiere on Lifetime on May 25 instead of receiving a theatrical release after poor international box office performance. The Weinstein Company acquired the film at a reduced price and decided to bypass theaters entirely, following disputes between director Olivier Dahan and the studio over the film's final cut and criticism from Grace Kelly's children about its historical accuracy.","The critically-panned film ""Grace of Monaco,"" starring Nicole Kidman as Grace Kelly, will premiere on Lifetime on Memorial Day, May 25th, after The Weinstein Co. sold its U.S. distribution rights. The movie, which opened last year's Cannes Film Festival, faced poor international performance, a dispute between director Olivier Dahan and Harvey Weinstein over the final cut, and criticism from Grace Kelly's children for historical inaccuracies. Originally considered an Oscar contender, the film's troubled production and distribution history ultimately led it to a direct-to-television release.",1.094,2.034,1.324,0.2174,0.2083,0.3009,0.0667,0.0638,0.1982,0.1522,0.1458,0.2832
"(CNN)In her 40 years living in Rochelle, Illinois, Cathy Olson had never seen a ","At least one person died as a result of storms in Illinois, an official says .
Fire department: Rescuers searching for trapped victims in Kirkland, Illinois .","A massive tornado struck Rochelle, Illinois, causing significant damage but fortunately resulting in no fatalities in the area, although one person died in Fairdale. The tornado, part of a series of storms that hit the Midwest, left a 22-mile path of destruction, flattening homes and businesses, including a local restaurant, Grubsteakers. Despite the devastation, the community has come together to support those affected, and local officials are working to assess and address the damage.","# Summary

Multiple tornadoes swept through the rural Midwest on Thursday, with a particularly large twister cutting a 22-mile path through Illinois's Ogle County near Rochelle and Fairdale, resulting in one confirmed death and destroying or severely damaging dozens of homes. Despite the massive scale of the tornadoes—including one that destroyed a local restaurant and flipped a semitruck—the damage could have been far worse given the storms' proximity to densely populated areas like Chicago and Rockford. Residents and community members came together to help those affected, with local officials assessing the damage and working to locate any trapped residents.","Multiple powerful tornadoes swept through the rural Midwest on Thursday, causing widespread damage and one reported fatality in Fairdale, Illinois. While areas like Rochelle were fortunate, other towns like Kirkland faced significant debris, hindering damage assessment. The tornadoes destroyed homes and businesses, including a beloved restaurant, but many residents were spared serious injury due to timely warnings and community support.",1.36,2.21,0.962,0.22,0.1417,0.1176,0.0612,0.0,0.0,0.14,0.0945,0.0941
(CNN)Eyewitness video showing white North Charleston police Officer Michael Slag,"More questions than answers emerge in controversial S.C. police shooting .
Officer Michael Slager, charged with murder, was fired from the North Charleston Police Department .","Eyewitness video has revealed discrepancies in the police reports regarding the shooting of Walter Scott, an unarmed black man, by North Charleston police officer Michael Slager. The video shows Slager shooting Scott as he ran away, contradicting Slager's claim that Scott had taken his Taser. Slager has been fired and charged with murder, while the witness who recorded the video, Feidin Santana, stated he did not see Scott grab the Taser, challenging the officer's account.","# Summary

North Charleston police officer Michael Slager was fired and charged with murder after eyewitness video showed him shooting unarmed black man Walter Scott eight times as Scott ran away. The video contradicts Slager's initial account that Scott grabbed his Taser during a struggle, with witness Feidin Santana stating he never saw Scott take the weapon. The incident has exposed significant discrepancies between the officer's statements to dispatchers and what the video evidence actually shows.","Eyewitness video has exposed discrepancies in initial police reports regarding the fatal shooting of Walter Scott by North Charleston Officer Michael Slager. The video shows Slager shooting Scott eight times as Scott runs away, contradicting Slager's initial claim that Scott tried to take his Taser. Slager has since been fired and charged with murder.",1.355,1.643,0.875,0.2941,0.2745,0.35,0.12,0.14,0.1282,0.1961,0.1569,0.225
(CNN)Kanye West has settled a lawsuit with a paparazzi photographer he assaulted,"The rapper assaulted the photographer at Los Angeles International Airport in 2013 .
West apologized as part of the settlement, the photographer's lawyer says .","Kanye West has settled a lawsuit with paparazzi photographer Daniel Ramos, whom he assaulted in 2013 at Los Angeles International Airport. The settlement included an apology from West to Ramos, and the case was dismissed to the satisfaction of both parties. This resolution underscores the message that celebrities are not above the law and cannot physically attack individuals for asking questions.","Kanye West has settled a civil lawsuit with paparazzi photographer Daniel Ramos, whom he assaulted at Los Angeles International Airport in July 2013. As part of the settlement, West apologized to Ramos and the two shook hands, with the case dismissed just before it was set for trial. West had previously pleaded no contest to a misdemeanor battery charge and was sentenced to probation, anger management, and community service.","Kanye West has settled a civil lawsuit with paparazzi photographer Daniel Ramos, whom he assaulted in July 2013 at Los Angeles International Airport. The settlement, reached before the case went to trial, included an apology from West to Ramos. West had previously pleaded no contest to a misdemeanor battery charge for the incident, resulting in probation, anger management, and community service.",1.002,1.317,0.862,0.4,0.3871,0.3529,0.1446,0.2198,0.1205,0.2353,0.3011,0.2118
"(CNN)""A long, long, time ago..."" Those five words, when uttered or sung, makes b","Manuscript of ""American Pie"" lyrics is sold to unnamed buyer for $1.2 million .
Douglas Brinkley: The song, a talisman for its age, brings joy to people 44 years later .","Don McLean's iconic song ""American Pie,"" released in 1971, is a cultural anthem that blends modern poetry with folk ballad elements, capturing the spirit of a generation. The song, inspired by the tragic 1959 plane crash that killed Buddy Holly, Ritchie Valens, and J.P. ""The Big Bopper"" Richardson, remains a timeless piece of Americana, recently highlighted by the sale of its handwritten lyrics for $1.2 million. McLean's performances of ""American Pie"" continue to resonate with audiences worldwide, maintaining its allure and significance across decades.","Don McLean's ""American Pie,"" released in 1971, is a timeless 8½-minute song that commemorates the tragic 1959 plane crash that killed Buddy Holly, Ritchie Valens, and J.P. Richardson, ensuring their memory lives on through popular culture. The handwritten manuscript of the song's lyrics recently sold at Christie's for $1.2 million, reflecting the song's enduring significance as an essential piece of American cultural history that continues to unite audiences in concert performances decades later.","Don McLean's iconic 1971 song, ""American Pie,"" a sprawling 8½-minute allegory, recently saw its 16-page handwritten manuscript sell for $1.2 million at Christie's. The song, a hybrid of poetry, folk ballad, and rock, serves as a cultural anthem that immortalizes the tragic deaths of Buddy Holly, Ritchie Valens, and J.P. ""The Big Bopper"" Richardson, an event that deeply affected McLean as a paperboy. ""American Pie"" remains a timeless piece of Americana, performed thousands of times, and continues to resonate with audiences as a collective experience.",1.467,1.629,1.192,0.2373,0.2909,0.2149,0.1034,0.1296,0.1008,0.1356,0.2182,0.1653
"(CNN)Their relationship led to jail time for her, but Mary Kay Letourneau Fualaa","Letourneau Fualaau had a sexual relationship with her student .
He was 13 when they began the relationship in 1996 .
In May, they will celebrate their 10th wedding anniversary .","Mary Kay Letourneau Fualaau and her husband, Vili Fualaau, are celebrating their 10th wedding anniversary despite their controversial past, which included Letourneau serving over seven years in prison for their illegal relationship when Fualaau was her 13-year-old student. In an upcoming interview on ABC's ""20/20,"" the couple discusses their marriage, Letourneau's plans to teach again, and her efforts to remove her status as a registered sex offender, while Fualaau shares his struggles with alcoholism and depression.","Mary Kay Letourneau, a former teacher who served over seven years in prison for an affair with her 13-year-old student Vili Fualaau in 1996, says she and Fualaau remain happily married as they approach their 10th wedding anniversary. The couple, who married in 2005 after her release and have two teenage daughters together, will discuss their relationship in an exclusive ABC ""20/20"" interview with Barbara Walters, where Letourneau plans to address her desire to teach again and have her sex offender status removed.",,1.718,1.681,1.159,0.3303,0.3158,0.0,0.0935,0.1071,0.0,0.1468,0.2105,0.0
