article_snippet,reference_summary,openai_summary,anthropic_summary,gemini_summary,openai_latency,anthropic_latency,gemini_latency,openai_rougeL,anthropic_rougeL,gemini_rougeL
(CNN)A French-language global television network regained control of one of its ,"Network regains control of Facebook page and one of its 11 channels .
ISIS logos displayed but no claim of responsibility made by any group .
Network reaches 260 million homes worldwide .","TV5Monde, a French-language global television network, regained control of one of its channels and social media platforms after suffering a significant cyberattack that disrupted its broadcasts and online presence. The network reported that ISIS logos appeared on its accounts, albeit no group claimed responsibility for the attack. By Thursday morning, some services were restored, although parts of the website remained under maintenance.","French-language television network TV5Monde was hit by a major cyberattack Wednesday that disabled its 11 channels, websites, and social media accounts, with ISIS logos appearing on the hijacked accounts though no official claim of responsibility was made. By Thursday morning, the network had partially recovered control, regaining one channel and its Facebook page, though some website pages remained under maintenance. TV5Monde reaches 260 million homes worldwide and is a partnership between France, Canada, Switzerland, and the Wallonia-Brussels Federation.","French-language global television network TV5Monde experienced a ""powerful cyberattack"" that crippled its broadcasts, social media, and websites. While ISIS logos appeared on its social media, there was no immediate claim of responsibility. The network gradually regained control of some channels and its Facebook page, though website maintenance continued.",2.5093159675598145,1.8216359615325928,1.2135910987854004,0.3010752688172043,0.3272727272727273,0.22784810126582278
"Abu Dhabi, United Arab Emirates (CNN)Lost luggage after a long flight is a commo","Couple spends $1,200 to ship their cat, Felix, on a flight from the United Arab Emirates .
Felix went missing somewhere at John F. Kennedy International Airport, airline says .
Pets are ""treated no differently than a free piece of checked luggage,"" Jennifer Stewart says .","Etihad Airways lost a pet cat named Felix belonging to American Jennifer Stewart after a flight from Abu Dhabi to New York City. Stewart believes the cat's carrier was damaged, allowing Felix to escape upon arrival at Kennedy Airport. The airline is investigating the incident and has received criticism for its handling of pets during air travel.","American Jennifer Stewart's 2-year-old pet cat, Felix, went missing at New York's JFK Airport after Etihad Airways lost the animal following a flight from Abu Dhabi on April 1, with Stewart believing the cat escaped through a damaged carrier. The airline is investigating the incident and working with third-party specialists to locate Felix, while acknowledging the loss of pets during air travel is ""extremely rare"" and pledging to review its pet handling procedures.","Jennifer Stewart's 2-year-old cat, Felix, went missing at New York's JFK Airport after an Etihad Airways flight from Abu Dhabi, with Stewart believing the cat escaped due to a damaged carrier. Etihad Airways is investigating the incident, which Stewart attributes to the airline treating pets as cargo rather than live animals. The airline stated that pet loss is rare and they are working with specialists to locate Felix, while Stewart highlights the high cost and perceived lack of care for pets during air travel.",2.6566519737243652,2.5599303245544434,1.506525993347168,0.23529411764705882,0.13114754098360654,0.15151515151515152
(CNN)The nation's top stories will be unfolding Tuesday in courthouses and polit,"The trials of Dzhokhar Tsarnaev and Aaron Hernandez are coming to a close .
Voting has put Rahm Emanuel and Ferguson, Missouri, back in the headlines .
Rand Paul has announced his bid for the presidency .","On Tuesday, high-profile court cases are concluding in Massachusetts with trials for former NFL player Aaron Hernandez and Boston bombing suspect Dzhokhar Tsarnaev, both facing severe penalties if found guilty. Meanwhile, in Louisville, Senator Rand Paul officially announced his presidential candidacy, and in Chicago, voters are participating in a surprising mayoral runoff between Rahm Emanuel and Jesus ""Chuy"" Garcia, all while the shadow of protests surrounding the shooting of Michael Brown in Ferguson continues to loom over local elections.","Two major trials in Massachusetts are reaching their conclusions: Dzhokhar Tsarnaev, accused of the 2013 Boston Marathon bombing, faces potential death penalty or life imprisonment as jurors begin deliberations on 30 charges, while Aaron Hernandez's murder trial in the death of semi-pro player Odin Lloyd moves to closing arguments. Meanwhile, Sen. Rand Paul announced his presidential campaign in Kentucky, and Chicago voters will decide between Mayor Rahm Emanuel and challenger Jesus ""Chuy"" Garcia in a runoff election.","Tuesday is a busy day for news across the U.S., with major court trials and political events unfolding. In Massachusetts, the lengthy trials of Boston bombing suspect Dzhokhar Tsarnaev and former NFL player Aaron Hernandez are nearing their conclusions, with juries beginning deliberations or hearing closing arguments. Politically, Senator Rand Paul officially announced his presidential bid, while Chicago voters are participating in a surprising mayoral runoff election.",1.643822193145752,5.120478868484497,1.2555179595947266,0.1929824561403509,0.19469026548672566,0.29411764705882354
"(CNN)A mammoth fire broke out Friday morning in a Kentucky industrial park, send","Fire breaks out at the General Electric Appliance Park in Louisville, Kentucky .
City official: No is believed to be injured or trapped .","A massive fire broke out at the General Electric Appliance Park in Louisville, Kentucky, on Friday morning, generating thick smoke and bright flames. Firefighters successfully managed the blaze without reporting any injuries or entrapments, though the cause of the fire remains unknown, and it has escalated to at least four alarms. The facility is noted for its significant role in revitalizing U.S. manufacturing.","A massive fire broke out Friday morning at GE's Appliance Park in Louisville, Kentucky, sending thick smoke over the area as firefighters worked to contain the blaze. The fire reached at least four alarms, but no injuries or trapped individuals were reported, and the cause remains unknown. The facility is one of the largest in the region, with warehouses so spacious that 34 football fields could fit inside one of them.","A massive, four-alarm fire erupted Friday morning at the General Electric Appliance Park in Louisville, Kentucky, sending thick smoke and bright orange flames into the sky. Firefighters worked to contain the blaze at the large industrial facility, though the cause of the fire and the extent of the damage remain unknown. Fortunately, there have been no reports of injuries or trapped individuals.",2.4441280364990234,1.4419572353363037,1.0455520153045654,0.27906976744186046,0.23404255319148937,0.30588235294117644
"Cedar Falls, Iowa (CNN)As aides politely tried to rush Ted Cruz from an event in","Ted Cruz has built a brand as a stalwart conservative on fiscal issues .
But he's also eager to champion social issues at a time when many Republicans are eager to avoid them .
Cruz says the GOP needs to unite young libertarian-minded voters and evangelicals .","Ted Cruz actively engaged with Iowa voters during his campaign events, emphasizing his connection to the state's evangelical base as he aims for support in the upcoming caucuses. By sharing personal stories and discussing social issues like religious freedom, he seeks to resonate with the conservative Christian voters, reflecting his commitment to both fiscal and social conservatism. Cruz’s approach mirrors a pastoral style, reinforcing his appeal as a candidate among the strong evangelical segment of the Republican electorate in Iowa.","Ted Cruz campaigned in Iowa for the first time as a presidential candidate, drawing large crowds and connecting with voters on religious grounds through his pastoral demeanor and emphasis on faith-based issues. As the only official Republican contender at the time, Cruz is banking on Iowa's vocal evangelical base—which comprises 44% of likely Republican caucus voters—to propel him forward, having announced his candidacy at Liberty University and actively championing religious freedom issues. Cruz employed a sermon-like speaking style and personal engagement tactics reminiscent of church interactions to appeal to Iowa's Christian voters, who have historically supported the past two caucus winners.","Ted Cruz, the only official presidential candidate so far, is actively campaigning in Iowa, focusing on connecting with the state's strong evangelical base. He employs a pastoral style in his interactions and speeches, aiming to energize Christian conservative voters who have been crucial to past caucus victories. Cruz is also championing social issues like religious freedom, aligning himself with the Christian right on controversial topics.",2.1460371017456055,2.1658530235290527,1.339365005493164,0.17187500000000003,0.18300653594771238,0.16071428571428573
(CNN)One hundred and forty-seven victims. Many more families affected. Even more,"Kenyans use hashtag #147notjustanumber to honor victims of Kenya university attack .
The attack killed 142 students, three security officers and two university security personnel .","In response to the devastating terrorist attack at Garissa University College that left 147 people dead, Kenyans have taken to social media using the hashtag #147notjustanumber to honor the victims by sharing their personal stories and photos. The attack, carried out by Al-Shabaab militants, disproportionately targeted Christians, prompting national mourning and tributes during Easter services. This incident marks the deadliest terrorist attack in Kenya since the 1998 U.S. Embassy bombing.","On April 2, 2015, Al-Shabaab terrorists killed 147 people, mostly students, at Garissa University College in Kenya in one of the nation's deadliest attacks since the 1998 U.S. Embassy bombing. Kenyans used social media with the hashtag #147notjustanumber to share stories and photos of the victims, highlighting the personal dreams and hopes lost in the massacre. The attack has prompted widespread mourning across the country, with churches holding emotional Easter services guarded by armed personnel to honor those killed.","Kenyans are using social media to humanize the 147 victims of the recent Garissa University College terrorist attack, sharing their stories and dreams under the hashtag #147notjustanumber. This attack, the deadliest in Kenya since 1998, saw Al-Shabaab terrorists target Christian students, and one of the identified gunmen is the son of a government official. The nation mourned the victims during Easter services, while also reflecting on the personal tragedies, such as a father who lost his son after taking a loan for his education.",3.0321221351623535,2.159899950027466,1.5060341358184814,0.20833333333333334,0.169811320754717,0.2018348623853211
(CNN)The California Public Utilities Commission on Thursday said it is ordering ,"The penalty is more than 10 times the previous record, according to a newspaper report .
Utility commission to force Pacific Gas & Electric Co. to make infrastructure improvements .
Company apologizes for explosion that killed 8, says it is using lessons learned to improve safety .","The California Public Utilities Commission has imposed a record $1.6 billion penalty on Pacific Gas & Electric Co. for the unsafe operation of its gas transmission system, primarily stemming from a 2010 pipeline explosion in San Bruno that killed eight people. The penalty will mainly fund improvements in pipeline safety, with $850 million allocated for infrastructure enhancements and an additional $50 million for other safety measures. PG&E's CEO expressed the company's commitment to becoming the safest energy provider and acknowledged the steps they have taken since the tragic incident.","The California Public Utilities Commission ordered Pacific Gas & Electric Co. to pay a record $1.6 billion penalty for unsafe operation of its gas transmission system, including the 2010 San Bruno pipeline rupture that killed eight people and injured more than 50 others. Most of the penalty will be directed toward pipeline safety improvements, with $850 million allocated for gas transmission pipeline safety infrastructure and $50 million for other safety enhancements. PG&E's CEO stated the company is committed to becoming the safest energy company in the U.S. and has already paid over $500 million in claims to victims and replaced more than 800 miles of pipe.","The California Public Utilities Commission has ordered Pacific Gas & Electric Co. to pay a record $1.6 billion penalty for the unsafe operation of its gas transmission system, including the 2010 San Bruno pipeline explosion that killed eight people. A significant portion of this penalty, $850 million, is earmarked for improving pipeline safety infrastructure. This action comes as PG&E's CEO acknowledges the company's failures and expresses commitment to becoming the safest energy company in the U.S.",2.8391151428222656,2.1420600414276123,1.920457124710083,0.1925925925925926,0.17105263157894737,0.2439024390243903
Boston (CNN)Guilty across the board. But will he face death? After deliberating ,"Dzhokhar Tsarnaev is found guilty on all 30 charges he faced .
Seventeen counts were capital charges, meaning he is eligible for the death penalty .","Dzhokhar Tsarnaev was found guilty of all 30 counts, including 17 capital charges, in the Boston Marathon bombing trial, making him eligible for the death penalty. The penalty phase will determine whether he will be executed, with jurors weighing aggravating factors against mitigating factors like his youth and mental health. The defense plans to argue that Tsarnaev was influenced by his older brother, Tamerlan, the alleged instigator of the attack.","Dzhokhar Tsarnaev was found guilty on all 30 counts in the Boston Marathon bombing trial, including 17 capital charges that make him eligible for the death penalty. The case will now move to a penalty phase where jurors must decide whether to sentence him to death, weighing aggravating factors like the heinousness of the crimes against mitigating factors such as his age and mental health history. His defense attorney will face significant challenges in persuading the jury to spare his life given the severity and calculated nature of the attack.","Dzhokhar Tsarnaev was found guilty on all 30 counts in the Boston Marathon bombing trial, making him eligible for the death penalty. The trial will now proceed to a penalty phase where the jury will decide if he will be executed, weighing aggravating factors against mitigating ones. His defense team, which previously conceded his presence but argued his older brother was the instigator, now faces the challenge of convincing the jury to spare his life.",2.3364551067352295,1.9389867782592773,1.3460009098052979,0.2978723404255319,0.2631578947368421,0.2626262626262626
(CNN)Four workers died in a massive oil rig fire that raged for hours off the co,"The fire on a platform in the Gulf of Mexico has been extinguished, Pemex says .
45 workers were injured in the blaze, according to the state oil company .
Four workers were killed in the oil rig fire, which started early Wednesday .","A massive fire on an oil rig off the coast of Mexico resulted in the deaths of four workers and injuries to 45 others, with two in serious condition. The incident prompted the evacuation of about 300 people from the Abkatun Permanente platform. Although the fire was extinguished by Wednesday night, Pemex has not disclosed the cause of the blaze, which occurred in the platform's pumping area.","A massive fire on the Abkatun Permanente oil platform off Mexico's coast killed four workers and injured 45 others on Wednesday morning. About 300 workers were evacuated from the platform in the Gulf of Mexico's Campeche Sound, and the fire was extinguished by Wednesday night with no reported oil spill. The cause of the fire, which started in the platform's dehydration and pumping area, has not yet been determined by Pemex, Mexico's state oil company.","A massive oil rig fire off Mexico's coast killed four workers and injured 45 others on Wednesday. Mexican state oil company Pemex evacuated 300 people from the platform and extinguished the blaze by nightfall, denying rumors of a collapse or oil spill. The cause of the fire, which started in the dehydration and pumping area, is still under investigation.",2.3562450408935547,1.6635940074920654,1.1896898746490479,0.2385321100917431,0.25,0.2376237623762376
"(CNN)Easter is unique on the Christian calendar, a major point in the cycle of t","Jay Parini: When religious identity, ethics, tolerance are roiling the culture, it's worth looking at message of Holy Week and Easter .
He says ritual enactment of these three days is reminder that again and again the human condition moves through darkness into light .","Easter is a significant holiday in the Christian calendar that remains relatively immune to commercialization, focusing on deep religious themes and the human condition. The Easter Triduum encompasses Maundy Thursday, Good Friday, and Holy Saturday, each with unique rituals and meanings, particularly highlighting Jesus' Last Supper, crucifixion, and the transition from darkness to resurrection. As cultural discussions about identity and ethics intensify, understanding the depth of Holy Week can enhance awareness of its spiritual significance.","Easter, celebrated during Holy Week, holds deep religious significance for Christians and resists commercialization unlike Christmas. The Easter Triduum—comprising Good Friday (Christ's crucifixion), Holy Saturday, and Easter Sunday—represents a profound spiritual progression that many Christians fail to fully understand. The article explores the meaning and traditions of this sacred period, including Maundy Thursday's Last Supper and the symbolism of Christ's sacrifice and resurrection.","Easter, unlike Christmas, has largely resisted commercialization, focusing instead on profound religious impulses. The article highlights the significance of Holy Week, particularly the Easter Triduum—Good Friday, Holy Saturday, and Easter Sunday—which commemorates Jesus's crucifixion, time in the tomb, and resurrection, preceded by Maundy Thursday's Last Supper and foot washing. These days collectively explore themes of sacrifice, humility, and the human condition, often misunderstood even by Christians.",2.319441080093384,2.1262640953063965,1.335726022720337,0.13445378151260506,0.1607142857142857,0.2280701754385965
(CNN)Police in India are putting aside their batons in favor of an overhead solu,"Police in Lucknow, northern India, have bought four drones to help control crowds .
The unmanned aerial vehicles are being fitted with cameras and pepper spray to subdue angry protesters .
Some Indians have questioned why police are resorting to ""authoritarian and forceful methods""","Police in Lucknow, India, are implementing pepper-spraying drones as a new method for crowd control during protests and mob attacks. The drones, equipped with cameras and pepper spray, have been tested successfully and are intended to address violent demonstrations, although they raise concerns about freedom of speech and the use of authoritarian measures. Critics argue that a more dialogue-based approach should be adopted instead of resorting to aggressive tactics.","The Lucknow police department in India has purchased four pepper-spray drones equipped with cameras to disperse violent crowds and mobs, with each drone costing between $9,560 and $19,300. While police claim the drones have been successfully tested, critics worry about suppression of free speech and argue that the authoritarian approach prioritizes force over dialogue and mediation to resolve conflicts. The drones are expected to be officially launched later this month and represent India's expansion of drone technology beyond security applications into crowd control.","Police in Lucknow, India, are introducing pepper-spraying drones as a new method for crowd control during violent protests. The city's police force has acquired four drones, with plans for more, and has successfully tested them in controlled conditions. This new measure has sparked mixed reactions, with some raising concerns about the suppression of freedom of speech and the use of aggressive, authoritarian methods instead of dialogue.",1.6781580448150635,1.9945030212402344,1.6536798477172852,0.2831858407079646,0.20155038759689922,0.21818181818181817
(CNN)Just as the agency begins to recover from a series of high-profile missteps,"Secret Service says supervisor's security clearance has been suspended .
He is accused of trying to kiss a colleague .","The Secret Service is facing a new scandal as a female employee accused supervisor Xavier Morales of sexual assault following unwanted advances during a celebration party. Morales, who reportedly grabbed the woman's arms when she resisted his advances, has been placed on administrative leave and had his security clearance suspended. This incident compounds recent controversies surrounding the agency, including suspensions of top officials and other security lapses, prompting officials to acknowledge a need for cultural change within the organization.","A female Secret Service employee has accused supervisor Xavier Morales of sexual assault after he made unwanted sexual advances at a party and attempted to kiss her in the office despite her resistance. Morales has been placed on administrative leave and his security clearance suspended, with Secret Service Director Joe Clancy calling the allegations ""very disturbing."" This scandal adds to a series of recent missteps within the agency, including security breaches and management failures that have prompted calls for institutional reform and external leadership.","The Secret Service is facing a new scandal after a female employee accused supervisor Xavier Morales of sexual assault. Morales, who has been placed on administrative leave, allegedly made unwanted sexual advances and physically restrained the employee at a party. This incident adds to a series of recent missteps and controversies for the agency, prompting Director Joe Clancy to call the allegations ""very disturbing"" and emphasize the need for cultural change within the organization.",2.1927711963653564,1.5916600227355957,1.1374211311340332,0.20202020202020202,0.1553398058252427,0.15053763440860216
"Marseille, France (CNN)Investigators have collected all the main evidence from t","""All the police investigators have left the (Germanwings) crash site,"" a police official says .
Private security company is ensuring no one goes on the site, official says .
Authorities say co-pilot Andreas Lubitz deliberately crashed the plane, killing all 150 on board .","Investigators have completed their work at the crash site of Germanwings Flight 9525, which crashed in the Alps on March 24, killing all 150 people on board. The flight data recorder has been found, and initial analyses indicate that the co-pilot, Andreas Lubitz, intentionally caused the crash by locking the captain out of the cockpit and accelerating the descent. Authorities are now focusing on analyzing the collected evidence, including DNA profiles and personal effects from the victims.","Investigators have completed evidence collection from the Germanwings Flight 9525 crash site in the French Alps, where the plane crashed on March 24, killing all 150 people on board. The flight data and cockpit voice recorders have been recovered, and authorities have collected DNA samples and personal effects from the site. Investigators have determined that co-pilot Andreas Lubitz deliberately locked the captain out of the cockpit and intentionally crashed the plane, with evidence showing he had a history of depression and concealed medical leave notes indicating he was unfit for work.","Investigators have concluded their on-site evidence collection at the Germanwings Flight 9525 crash site in the French Alps, having recovered both black boxes and numerous DNA samples. While a private security firm now guards the site, authorities have confirmed that co-pilot Andreas Lubitz intentionally crashed the plane, having previously concealed mental health issues from his employer.",2.6394786834716797,1.579927682876587,1.030456781387329,0.23333333333333334,0.25373134328358204,0.37999999999999995
"(CNN)Pardon us, ""Lost"" fans, but April 8 wasn't only your day. Yes, we know the ","April 8 was huge for ""Lost"" and ""Empire Records"" fans .
April 14, April 25, October 21 are other big dates in movies .","April 8 is recognized as both ""Rex Manning Day,"" celebrating the character from the film ""Empire Records,"" and a significant date for ""Lost"" fans. Additionally, the article references other notable dates from popular films, such as April 14 from ""Titanic,"" April 25 from ""Miss Congeniality,"" and October 3 from ""Mean Girls,"" highlighting their cultural significance in film history.","The article highlights April 8 as ""Rex Manning Day,"" celebrating the 1995 film ""Empire Records,"" while also noting its significance to ""Lost"" fans. It goes on to list other famous dates immortalized by popular movies, including April 14 from ""Titanic,"" April 25 from ""Miss Congeniality,"" October 3 from ""Mean Girls,"" and October 21, 2015 from ""Back to the Future Part II."" The piece encourages fans to commemorate these iconic movie dates throughout the year.","While April 8, 2015, was significant for ""Lost"" fans due to a specific time alignment, it was also ""Rex Manning Day,"" celebrated by fans of the 1995 film ""Empire Records."" The article highlights other notable dates made famous by movies, including April 14 (Titanic), April 25 (Miss Congeniality), October 3 (Mean Girls), and October 21, 2015 (Back to the Future Part II). These dates serve as fun pop culture touchstones for film enthusiasts.",2.7410922050476074,1.6782619953155518,1.5587551593780518,0.27499999999999997,0.25,0.29473684210526313
(CNN)They're not gonna take it anymore. Really. Twisted Sister says that its 201,"Twisted Sister's 2016 tour will be its last .
Band will celebrate 40 years in 2016 .
Twisted Sister drummer A.J. Pero died in March .","Twisted Sister has announced that its 2016 tour, titled ""Forty and F*ck It"" in celebration of the band's 40th anniversary, will be its last. The tour will feature new drummer Mike Portnoy, who replaces the late A.J. Pero, and will include two special shows honoring Pero, with proceeds supporting his family. The band's iconic hit ""We're Not Gonna Take It"" was released in 1984.","Legendary rock band Twisted Sister announced that their 2016 tour will be their last, marking their 40th anniversary with a farewell tour titled ""Forty and F*ck It."" The band will feature new drummer Mike Portnoy, replacing A.J. Pero who died in March, and will perform two special shows in Pero's honor with proceeds benefiting his family.","Twisted Sister announced their ""Forty and F*ck It"" tour in 2016 will be their last, marking their 40th anniversary. The band will feature new drummer Mike Portnoy, replacing the late A.J. Pero, and will play two shows in Pero's honor, one to support his family.",2.794358968734741,1.3839199542999268,0.8286311626434326,0.29787234042553196,0.38095238095238093,0.35616438356164387
"(The Hollywood Reporter)""Grace of Monaco,"" starring Nicole Kidman as star-turned","The film will premiere on Memorial Day .
It opened last year's Cannes Film Festival .
A planned March theater release was scrubbed .","""Grace of Monaco,"" starring Nicole Kidman, will premiere on Lifetime on May 25 after underperforming at international screenings and receiving negative reviews. Originally intended for a U.S. theatrical release, The Weinstein Co. opted to sell the film directly to Lifetime instead. The film, which depicts a challenging period in Princess Grace's life, has faced criticism from her family for being historically inaccurate.","""Grace of Monaco,"" starring Nicole Kidman as Princess Grace Kelly, will premiere on Lifetime on May 25 after performing poorly in international theaters. The Weinstein Company decided to skip a U.S. theatrical release and sell the film directly to the network instead of pursuing awards contention. The film was plagued by production troubles, including creative disputes between director Olivier Dahan and Harvey Weinstein over the final cut, and faced criticism from Grace Kelly's children for being historically inaccurate.","The critically-panned film ""Grace of Monaco,"" starring Nicole Kidman, will premiere on Lifetime on Memorial Day after performing poorly internationally. The Weinstein Co. opted to sell the U.S. distribution rights directly to Lifetime instead of releasing it in theaters, following a troubled production history including disputes over the final cut and criticism from Grace Kelly's children.",2.6522598266601562,2.1502907276153564,1.1666691303253174,0.13953488372093023,0.1176470588235294,0.22222222222222224
"(CNN)In her 40 years living in Rochelle, Illinois, Cathy Olson had never seen a ","At least one person died as a result of storms in Illinois, an official says .
Fire department: Rescuers searching for trapped victims in Kirkland, Illinois .","A series of powerful tornadoes struck rural Illinois and surrounding states on Thursday, with significant damage reported in towns like Rochelle and Kirkland, where debris blocked roads and responders faced challenges assessing injuries. One fatality occurred in Fairdale, while Rochelle saw the destruction of homes and a popular local restaurant, Grubsteakers, which fortunately avoided serious injuries among its patrons. Despite the devastation, officials noted that many residents escaped with their lives, and recovery efforts are underway as the local community bands together to support those affected.","Multiple tornadoes swept through the rural Midwest on Thursday, with one particularly massive twister cutting a 22-mile path through Illinois's Ogle County, destroying homes and businesses including a local restaurant. One person died in Fairdale, Illinois, though authorities said residents were fortunate the tornadoes largely spared the densely populated areas near Chicago and Rockford, with the county losing 20 homes and 50-100 houses sustaining significant damage. Eight additional tornadoes were reported Wednesday in Oklahoma, Kansas, and Missouri, with giant hailstones also battering the region.","Multiple powerful tornadoes swept through the rural Midwest on Thursday, causing widespread damage and one fatality in Fairdale, Illinois. While towns like Rochelle were fortunate to avoid major casualties despite massive twisters, many homes were destroyed or significantly damaged, and a popular restaurant was flattened. Emergency responders faced challenges due to debris, and communities are now focused on recovery and support.",2.389108180999756,1.6509149074554443,1.1871647834777832,0.09009009009009009,0.10714285714285714,0.06976744186046512
(CNN)Eyewitness video showing white North Charleston police Officer Michael Slag,"More questions than answers emerge in controversial S.C. police shooting .
Officer Michael Slager, charged with murder, was fired from the North Charleston Police Department .","Eyewitness video has revealed discrepancies in the North Charleston police reports following the shooting of unarmed black man Walter Scott by Officer Michael Slager, who has since been charged with murder. The video shows Slager shooting Scott as he runs away, contradicting Slager's claims that Scott had attempted to take his Taser. Witness accounts challenge the narrative provided by police, raising questions about the events leading up to the shooting.","North Charleston police officer Michael Slager shot and killed unarmed 50-year-old Walter Scott, who was running away after a traffic stop for a broken taillight. Eyewitness video contradicts Slager's initial account that Scott took his Taser; the witness said Scott never grabbed the weapon. Slager has been fired and charged with murder.","A bystander's video has exposed discrepancies in the initial police reports regarding the shooting death of Walter Scott by Officer Michael Slager. The video shows Slager shooting Scott eight times as Scott runs away, contradicting Slager's claim that Scott took his Taser and tried to use it against him. Slager has been fired and charged with murder.",2.67946195602417,2.112034797668457,1.6087958812713623,0.22916666666666669,0.175,0.21428571428571427
(CNN)Kanye West has settled a lawsuit with a paparazzi photographer he assaulted,"The rapper assaulted the photographer at Los Angeles International Airport in 2013 .
West apologized as part of the settlement, the photographer's lawyer says .","Kanye West has settled a lawsuit with paparazzi photographer Daniel Ramos, whom he assaulted at Los Angeles International Airport in July 2013. West, who previously pleaded no contest to a misdemeanor battery charge and was sentenced to probation, agreed to an apology as part of the settlement, which was announced just before the case was set for trial. The details of the settlement remain undisclosed, but Ramos's attorney emphasized the importance of holding celebrities accountable for their actions.","Kanye West settled a civil lawsuit with photographer Daniel Ramos after assaulting him and attempting to take his camera at Los Angeles International Airport in July 2013. As part of the settlement, West issued an apology to Ramos, and the two shook hands; the case was dismissed just before trial was set to begin. West had previously pleaded no contest to a misdemeanor battery charge and was sentenced to probation, anger management classes, and community service.","Kanye West has settled a civil lawsuit with paparazzi photographer Daniel Ramos, whom he assaulted in 2013 at Los Angeles International Airport. The settlement, reached just before trial, included an apology from West to Ramos and a handshake between the two. West had previously pleaded no contest to a misdemeanor battery charge for the incident.",2.650351047515869,2.466860055923462,1.4109928607940674,0.3300970873786408,0.27999999999999997,0.2278481012658228
"(CNN)""A long, long, time ago..."" Those five words, when uttered or sung, makes b","Manuscript of ""American Pie"" lyrics is sold to unnamed buyer for $1.2 million .
Douglas Brinkley: The song, a talisman for its age, brings joy to people 44 years later .","Don McLean's iconic song ""American Pie,"" which debuted in 1971, has become a timeless anthem blending modern poetry with folk music, reflecting on the impact of rock and roll and historical events. Recently, Christie's auctioned the handwritten manuscript of the song's lyrics for $1.2 million, illustrating its enduring significance and cultural resonance. McLean's lyrics continue to evoke collective memory and emotion, making ""American Pie"" a beloved staple in American music history.","Don McLean's 44-year-old masterpiece ""American Pie"" was inspired by the tragic 1959 plane crash that killed Buddy Holly, Ritchie Valens, and J.P. Richardson, an event that deeply moved the young McLean. The handwritten manuscript of the song's lyrics recently sold at Christie's for $1.2 million, cementing its status as an essential piece of American cultural history. Since its release in 1971, ""American Pie"" has become a timeless anthem that continues to captivate audiences whenever McLean performs it live.","Don McLean's iconic 1971 song ""American Pie,"" a nearly nine-minute allegory reflecting historical and cultural shifts, recently saw its 16-page handwritten manuscript sell for $1.2 million at Christie's. The song, inspired by the tragic 1959 plane crash that killed Buddy Holly, Ritchie Valens, and J.P. ""The Big Bopper"" Richardson, has become a timeless American anthem. McLean's work is celebrated for its unique blend of poetry, folk ballad, and rock, continuing to resonate with audiences worldwide.",2.178231954574585,1.7813050746917725,1.3266828060150146,0.169811320754717,0.1739130434782609,0.21428571428571425
"(CNN)Their relationship led to jail time for her, but Mary Kay Letourneau Fualaa","Letourneau Fualaau had a sexual relationship with her student .
He was 13 when they began the relationship in 1996 .
In May, they will celebrate their 10th wedding anniversary .","Mary Kay Letourneau Fualaau, who served prison time for her affair with her then-13-year-old student Vili Fualaau, expressed that they are still happily married as they approach their 10th anniversary. The couple, who have two teen daughters, will be featured in an upcoming ABC interview, where they discuss their relationship dynamics, personal struggles, and future plans, including Letourneau’s desire to teach again and to have her sex offender status lifted.","Mary Kay Letourneau, a former teacher who served over seven years in prison for an affair with her 13-year-old student Vili Fualaau in 1996, says she and Fualaau remain happily married as they approach their 10th wedding anniversary. The couple, who married in 2005 after Letourneau's release and have two teenage daughters together, will discuss their relationship in an ABC ""20/20"" interview where Letourneau will also address her plans to teach again and seek to have her sex offender status removed.","Mary Kay Letourneau Fualaau, who served seven years in prison for her affair with then-13-year-old student Vili Fualaau, wants the public to know they are still happily married and will celebrate their 10th anniversary. The couple, now 53 and 31, will discuss their relationship, her plans to teach again, and his struggles with alcoholism and depression in an upcoming ""20/20"" interview.",2.642292022705078,1.824300765991211,1.7578489780426025,0.19607843137254902,0.21238938053097345,0.23655913978494625
"(CNN)That's some rich ""American Pie."" The lyrics to the famed Don McLean song so","Don McLean's ""American Pie"" lyrics auctioned for $1.2 million .
The song is dense with symbolism; McLean says lyrics, notes will reveal meaning .
""Pie"" is McLean's biggest hit, was No. 1 in 1972 .","The lyrics to Don McLean's iconic song ""American Pie"" sold for $1.2 million at a Christie's auction, marking it as the third highest price for an American literary manuscript. McLean, who is nearing 70, decided to sell the manuscript to provide for his family, explaining that the song has generated extensive analysis and speculation over the years, despite his original intentions while writing it. The auctioned draft includes additional lines and notes that offer deeper insight into the song's creation.","Don McLean's handwritten manuscript of ""American Pie"" sold for $1.2 million at Christie's auction, making it the third-highest priced American literary manuscript ever sold. The 16-page draft includes lines that didn't make the final version and extensive notes, providing insight into the creation of the iconic 1972 hit song. McLean decided to sell the manuscript at age 70 to provide financial security for his family, as he noted that none of his relatives had a ""mercantile instinct.""","Don McLean's original manuscript for his iconic song ""American Pie"" sold for $1.2 million at a Christie's auction, making it the third-highest auction price for an American literary manuscript. McLean, who is turning 70, decided to sell the manuscript to secure his family's financial future. The 16-page draft includes lines that didn't make the final version and extensive notes, offering new insights into the famously dissected song.",2.903215169906616,4.5731360912323,1.3534157276153564,0.21848739495798322,0.22033898305084748,0.23853211009174313
